Assignment,Activities,Date,Time,Action
131602,Fall24 DDM MS Form A,04/29/2025,07:51:18.317,Page next clicked on page 9
131602,Fall24 DDM MS Form A,04/29/2025,07:51:19.463,Page 10 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,07:51:42.292,Page next clicked on page 10
131602,Fall24 DDM MS Form A,04/29/2025,07:51:43.412,Page 11 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,07:53:41.113,Page next clicked on page 11
131602,Fall24 DDM MS Form A,04/29/2025,07:53:42.497,Page 12 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,08:00:30.653,Page next clicked on page 12
131602,Fall24 DDM MS Form A,04/29/2025,08:00:32.099,Page 13 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,08:01:42.710,Page next clicked on page 13
131602,Fall24 DDM MS Form A,04/29/2025,08:01:44.148,Page 14 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,08:05:18.469,Page next clicked on page 14
131602,Fall24 DDM MS Form A,04/29/2025,08:05:19.791,Page 15 Loaded
131602,Fall24 DDM MS Form A,04/29/2025,08:05:26.170,Page next clicked on page 15
131602,Fall24 DDM MS Form A,04/29/2025,08:05:28.916,End activity Spring 2025 MS DDM Administration
131582,Fall24 DDM MS Form A,04/29/2025,10:33:03.561,Begin activity Spring 2025 MS DDM Administration
131582,Fall24 DDM MS Form A,04/29/2025,10:33:04.428,Page 1 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:33:10.087,Page next clicked on page 1
131582,Fall24 DDM MS Form A,04/29/2025,10:33:11.503,Page 2 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:33:14.279,Page next clicked on page 2
131582,Fall24 DDM MS Form A,04/29/2025,10:33:14.480,Missing answers
131582,Fall24 DDM MS Form A,04/29/2025,10:33:24.851,Page next clicked on page 2
131582,Fall24 DDM MS Form A,04/29/2025,10:33:26.593,Page 3 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:34:05.608,Page next clicked on page 3
131582,Fall24 DDM MS Form A,04/29/2025,10:34:08.287,Page 5 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:34:39.529,Page next clicked on page 5
131582,Fall24 DDM MS Form A,04/29/2025,10:34:41.552,Page 6 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:34:45.711,Page next clicked on page 6
131582,Fall24 DDM MS Form A,04/29/2025,10:34:46.690,Page 7 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:36:06.060,Page next clicked on page 7
131582,Fall24 DDM MS Form A,04/29/2025,10:36:08.411,Page 8 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:37:49.489,Page next clicked on page 8
131582,Fall24 DDM MS Form A,04/29/2025,10:37:52.208,Page 9 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:38:36.826,Page next clicked on page 9
131582,Fall24 DDM MS Form A,04/29/2025,10:38:38.147,Page 10 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:38:43.247,Page next clicked on page 10
131582,Fall24 DDM MS Form A,04/29/2025,10:38:43.929,Page 11 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:40:30.468,Page next clicked on page 11
131582,Fall24 DDM MS Form A,04/29/2025,10:40:32.204,Page 12 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:40:57.792,Page next clicked on page 12
131582,Fall24 DDM MS Form A,04/29/2025,10:40:58.883,Page 13 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:42:17.076,Page next clicked on page 13
131582,Fall24 DDM MS Form A,04/29/2025,10:42:18.598,Page 14 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:43:34.980,Page next clicked on page 14
131582,Fall24 DDM MS Form A,04/29/2025,10:43:36.450,Page 15 Loaded
131582,Fall24 DDM MS Form A,04/29/2025,10:43:51.517,Page next clicked on page 15
131582,Fall24 DDM MS Form A,04/29/2025,10:43:58.357,End activity Spring 2025 MS DDM Administration
131352,Fall 24 DDM MS Form Br,05/13/2025,07:52:08.054,Begin activity Spring 2025 MS DDM Administration
131352,Fall 24 DDM MS Form Br,05/13/2025,07:52:09.018,Page 1 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:52:58.175,Page next clicked on page 1
131352,Fall 24 DDM MS Form Br,05/13/2025,07:52:59.077,Page 2 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:55:36.156,Continue activity Spring 2025 MS DDM Administration
131352,Fall 24 DDM MS Form Br,05/13/2025,07:55:36.780,Page 2 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:56:46.454,Continue activity Spring 2025 MS DDM Administration
131352,Fall 24 DDM MS Form Br,05/13/2025,07:56:46.989,Page 2 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:56:51.706,Page next clicked on page 2
131352,Fall 24 DDM MS Form Br,05/13/2025,07:56:52.692,Page 3 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:57:35.687,Page next clicked on page 3
131352,Fall 24 DDM MS Form Br,05/13/2025,07:57:37.987,Page 5 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:58:06.459,Page next clicked on page 5
131352,Fall 24 DDM MS Form Br,05/13/2025,07:58:07.995,Page 6 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:58:13.961,Page next clicked on page 6
131352,Fall 24 DDM MS Form Br,05/13/2025,07:58:14.615,Page 7 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,07:59:47.799,Page next clicked on page 7
131352,Fall 24 DDM MS Form Br,05/13/2025,07:59:49.140,Page 8 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:00:32.795,Page next clicked on page 8
131352,Fall 24 DDM MS Form Br,05/13/2025,08:00:34.043,Page 9 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:01:14.157,Page next clicked on page 9
131352,Fall 24 DDM MS Form Br,05/13/2025,08:01:15.395,Page 10 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:01:32.269,Page next clicked on page 10
131352,Fall 24 DDM MS Form Br,05/13/2025,08:01:33.311,Page 11 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:02:52.991,Page next clicked on page 11
131352,Fall 24 DDM MS Form Br,05/13/2025,08:02:55.381,Page 12 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:04:19.313,Page next clicked on page 12
131352,Fall 24 DDM MS Form Br,05/13/2025,08:04:20.563,Page 13 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:05:10.369,Page next clicked on page 13
131352,Fall 24 DDM MS Form Br,05/13/2025,08:05:11.726,Page 14 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:05:56.330,Page next clicked on page 14
131352,Fall 24 DDM MS Form Br,05/13/2025,08:05:57.591,Page 15 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:08:35.814,Continue activity Spring 2025 MS DDM Administration
131352,Fall 24 DDM MS Form Br,05/13/2025,08:08:36.440,Page 15 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:09:33.339,Page next clicked on page 15
131352,Fall 24 DDM MS Form Br,05/13/2025,08:09:35.042,Page 16 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:10:15.241,Page next clicked on page 16
131352,Fall 24 DDM MS Form Br,05/13/2025,08:10:16.554,Page 17 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:12:06.928,Page next clicked on page 17
131352,Fall 24 DDM MS Form Br,05/13/2025,08:12:08.348,Page 18 Loaded
131352,Fall 24 DDM MS Form Br,05/13/2025,08:12:42.436,Page next clicked on page 18
131352,Fall 24 DDM MS Form Br,05/13/2025,08:12:45.476,End activity Spring 2025 MS DDM Administration
131597,Fall 24 DDM MS Form B,04/28/2025,07:46:03.917,Begin activity Spring 2025 MS DDM Administration
131597,Fall 24 DDM MS Form B,04/28/2025,07:46:04.534,Page 1 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:46:09.497,Page next clicked on page 1
131597,Fall 24 DDM MS Form B,04/28/2025,07:46:10.295,Page 2 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:48:51.222,Page next clicked on page 2
131597,Fall 24 DDM MS Form B,04/28/2025,07:48:51.418,Missing answers
131597,Fall 24 DDM MS Form B,04/28/2025,07:49:02.293,Page next clicked on page 2
131597,Fall 24 DDM MS Form B,04/28/2025,07:49:03.970,Page 3 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:50:26.457,Page next clicked on page 3
131597,Fall 24 DDM MS Form B,04/28/2025,07:50:28.439,Page 5 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:13.586,Page next clicked on page 5
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:15.540,Page 6 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:31.177,Page next clicked on page 6
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:32.059,Page 7 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:51.269,Page next clicked on page 7
131597,Fall 24 DDM MS Form B,04/28/2025,07:51:52.304,Page 8 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:52:51.870,Page next clicked on page 8
131597,Fall 24 DDM MS Form B,04/28/2025,07:52:53.258,Page 9 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:06.525,Page next clicked on page 9
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:07.578,Page 10 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:08.153,Page next clicked on page 10
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:08.437,Missing answers
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:13.953,Page next clicked on page 10
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:14.928,Page 11 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:20.374,Page next clicked on page 11
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:21.456,Page 12 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:33.880,Page next clicked on page 12
131597,Fall 24 DDM MS Form B,04/28/2025,07:54:34.277,Missing answers
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:25.983,Page next clicked on page 12
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:27.567,Page 13 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:38.130,Page next clicked on page 13
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:39.247,Page 14 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:49.777,Page next clicked on page 14
131597,Fall 24 DDM MS Form B,04/28/2025,08:11:51.342,Missing answers
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:01.399,Page next clicked on page 14
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:04.880,Page 15 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:11.202,Page next clicked on page 15
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:12.341,Page 16 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:21.605,Page next clicked on page 16
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:22.770,Page 17 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:25.628,Page next clicked on page 17
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:26.670,Page 18 Loaded
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:29.947,Page next clicked on page 18
131597,Fall 24 DDM MS Form B,04/28/2025,08:12:32.889,End activity Spring 2025 MS DDM Administration
131598,Fall24 DDM MS Form A,04/29/2025,07:48:52.612,Begin activity Spring 2025 MS DDM Administration
131598,Fall24 DDM MS Form A,04/29/2025,07:48:53.978,Page 1 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:49:03.901,Page next clicked on page 1
131598,Fall24 DDM MS Form A,04/29/2025,07:49:06.603,Page 2 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:49:12.432,Page next clicked on page 2
131598,Fall24 DDM MS Form A,04/29/2025,07:49:14.118,Page 3 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:49:44.146,Page next clicked on page 3
131598,Fall24 DDM MS Form A,04/29/2025,07:49:47.091,Page 5 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:00.529,Page next clicked on page 5
131598,Fall24 DDM MS Form A,04/29/2025,07:50:04.217,Page 6 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:09.513,Page next clicked on page 6
131598,Fall24 DDM MS Form A,04/29/2025,07:50:11.249,Page 7 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:22.516,Page next clicked on page 7
131598,Fall24 DDM MS Form A,04/29/2025,07:50:24.888,Page 8 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:42.469,Page next clicked on page 8
131598,Fall24 DDM MS Form A,04/29/2025,07:50:46.025,Page 9 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:52.390,Page next clicked on page 9
131598,Fall24 DDM MS Form A,04/29/2025,07:50:53.590,Page 10 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:50:55.451,Page next clicked on page 10
131598,Fall24 DDM MS Form A,04/29/2025,07:50:57.372,Page 11 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:51:07.320,Page next clicked on page 11
131598,Fall24 DDM MS Form A,04/29/2025,07:51:09.009,Page 12 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:51:14.057,Page next clicked on page 12
131598,Fall24 DDM MS Form A,04/29/2025,07:51:16.735,Page 13 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:51:24.758,Page next clicked on page 13
131598,Fall24 DDM MS Form A,04/29/2025,07:51:26.577,Page 14 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:51:30.763,Page next clicked on page 14
131598,Fall24 DDM MS Form A,04/29/2025,07:51:32.266,Page 15 Loaded
131598,Fall24 DDM MS Form A,04/29/2025,07:51:36.500,Page next clicked on page 15
131598,Fall24 DDM MS Form A,04/29/2025,07:51:41.351,End activity Spring 2025 MS DDM Administration
131346,Fall 24 DDM MS Form B,05/13/2025,07:54:53.979,Begin activity Spring 2025 MS DDM Administration
131346,Fall 24 DDM MS Form B,05/13/2025,07:54:54.983,Page 1 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,07:54:58.527,Page next clicked on page 1
131346,Fall 24 DDM MS Form B,05/13/2025,07:55:00.218,Page 2 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,07:56:02.908,Page next clicked on page 2
131346,Fall 24 DDM MS Form B,05/13/2025,07:56:03.329,Missing answers
131346,Fall 24 DDM MS Form B,05/13/2025,07:56:25.930,Page next clicked on page 2
131346,Fall 24 DDM MS Form B,05/13/2025,07:56:27.759,Page 3 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,07:57:23.884,Page next clicked on page 3
131346,Fall 24 DDM MS Form B,05/13/2025,07:57:26.209,Page 5 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:00:26.495,Page next clicked on page 5
131346,Fall 24 DDM MS Form B,05/13/2025,08:00:28.388,Page 6 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:00:31.670,Page next clicked on page 6
131346,Fall 24 DDM MS Form B,05/13/2025,08:00:32.603,Page 7 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:01:08.554,Page next clicked on page 7
131346,Fall 24 DDM MS Form B,05/13/2025,08:01:09.783,Page 8 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:01:31.134,Page next clicked on page 8
131346,Fall 24 DDM MS Form B,05/13/2025,08:01:32.454,Page 9 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:02:11.646,Page next clicked on page 9
131346,Fall 24 DDM MS Form B,05/13/2025,08:02:12.981,Page 10 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:03:53.134,Page next clicked on page 10
131346,Fall 24 DDM MS Form B,05/13/2025,08:03:54.473,Page 11 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:04:29.564,Page next clicked on page 11
131346,Fall 24 DDM MS Form B,05/13/2025,08:04:31.198,Page 12 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:06:47.398,Page next clicked on page 12
131346,Fall 24 DDM MS Form B,05/13/2025,08:06:47.854,Missing answers
131346,Fall 24 DDM MS Form B,05/13/2025,08:07:42.003,Page next clicked on page 12
131346,Fall 24 DDM MS Form B,05/13/2025,08:07:43.692,Page 13 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:08:02.325,Page next clicked on page 13
131346,Fall 24 DDM MS Form B,05/13/2025,08:08:04.050,Page 14 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:08:04.569,Page next clicked on page 14
131346,Fall 24 DDM MS Form B,05/13/2025,08:08:06.696,Missing answers
131346,Fall 24 DDM MS Form B,05/13/2025,08:09:44.948,Page next clicked on page 14
131346,Fall 24 DDM MS Form B,05/13/2025,08:09:47.576,Page 15 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:11.386,Page next clicked on page 15
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:12.651,Page 16 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:21.937,Page next clicked on page 16
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:23.161,Page 17 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:39.086,Page next clicked on page 17
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:40.154,Page 18 Loaded
131346,Fall 24 DDM MS Form B,05/13/2025,08:10:56.475,Page next clicked on page 18
131346,Fall 24 DDM MS Form B,05/13/2025,08:11:00.181,End activity Spring 2025 MS DDM Administration
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:38.338,Begin activity Spring 2025 MS DDM Administration
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:39.313,Page 1 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:41.037,Page next clicked on page 1
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:42.187,Page 2 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:45.921,Page next clicked on page 2
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:46.124,Missing answers
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:50.671,Page next clicked on page 2
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:50.837,Missing answers
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:56.022,Page next clicked on page 2
131596,Fall 24 DDM MS Form Br,04/29/2025,07:52:58.130,Page 3 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,07:53:32.338,Page next clicked on page 3
131596,Fall 24 DDM MS Form Br,04/29/2025,07:53:35.060,Page 5 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,07:59:52.499,Page next clicked on page 5
131596,Fall 24 DDM MS Form Br,04/29/2025,07:59:54.263,Page 6 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:00:51.698,Page next clicked on page 6
131596,Fall 24 DDM MS Form Br,04/29/2025,08:00:52.883,Page 7 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:03:12.767,Page next clicked on page 7
131596,Fall 24 DDM MS Form Br,04/29/2025,08:03:14.400,Page 8 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:04:46.060,Page next clicked on page 8
131596,Fall 24 DDM MS Form Br,04/29/2025,08:04:47.509,Page 9 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:05:23.827,Page next clicked on page 9
131596,Fall 24 DDM MS Form Br,04/29/2025,08:05:25.231,Page 10 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:05:36.121,Page next clicked on page 10
131596,Fall 24 DDM MS Form Br,04/29/2025,08:05:37.186,Page 11 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:06:43.288,Page next clicked on page 11
131596,Fall 24 DDM MS Form Br,04/29/2025,08:06:45.616,Page 12 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:07:23.705,Page next clicked on page 12
131596,Fall 24 DDM MS Form Br,04/29/2025,08:07:25.097,Page 13 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:00.574,Page next clicked on page 13
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:01.903,Page 14 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:17.360,Page next clicked on page 14
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:18.535,Page 15 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:22.383,Page next clicked on page 15
131596,Fall 24 DDM MS Form Br,04/29/2025,08:08:22.937,Missing answers
131596,Fall 24 DDM MS Form Br,04/29/2025,08:09:54.972,Page next clicked on page 15
131596,Fall 24 DDM MS Form Br,04/29/2025,08:09:56.451,Page 16 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:07.468,Page next clicked on page 16
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:08.678,Page 17 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:18.303,Page next clicked on page 17
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:19.507,Page 18 Loaded
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:23.425,Page next clicked on page 18
131596,Fall 24 DDM MS Form Br,04/29/2025,08:10:25.873,End activity Spring 2025 MS DDM Administration
131587,Fall 24 DDM MS Form Br,04/29/2025,10:42:38.621,Begin activity Spring 2025 MS DDM Administration
131587,Fall 24 DDM MS Form Br,04/29/2025,10:42:39.313,Page 1 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:42:41.398,Page next clicked on page 1
131587,Fall 24 DDM MS Form Br,04/29/2025,10:42:42.277,Page 2 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:43:18.720,Page next clicked on page 2
131587,Fall 24 DDM MS Form Br,04/29/2025,10:43:19.894,Page 3 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:43:52.482,Page next clicked on page 3
131587,Fall 24 DDM MS Form Br,04/29/2025,10:43:54.469,Page 5 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:46:28.420,Page next clicked on page 5
131587,Fall 24 DDM MS Form Br,04/29/2025,10:46:30.037,Page 6 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:46:35.355,Page next clicked on page 6
131587,Fall 24 DDM MS Form Br,04/29/2025,10:46:36.018,Page 7 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:47:31.496,Page next clicked on page 7
131587,Fall 24 DDM MS Form Br,04/29/2025,10:47:32.854,Page 8 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:48:37.703,Page next clicked on page 8
131587,Fall 24 DDM MS Form Br,04/29/2025,10:48:39.097,Page 9 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:49:26.495,Page next clicked on page 9
131587,Fall 24 DDM MS Form Br,04/29/2025,10:49:27.976,Page 10 Loaded
131587,Fall 24 DDM MS Form Br,04/29/2025,10:49:51.583,Page next clicked on page 10
131587,Fall 24 DDM MS Form Br,04/29/2025,10:49:53.086,Page 11 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:03.648,Begin activity Spring 2025 MS DDM Administration
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:04.578,Page 1 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:07.060,Page next clicked on page 1
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:08.494,Page 2 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:19.065,Page next clicked on page 2
131589,Fall 24 DDM MS Form B,04/29/2025,10:38:20.973,Page 3 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:11.711,Page next clicked on page 3
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:14.700,Page 5 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:36.002,Page next clicked on page 5
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:37.798,Page 6 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:40.488,Page next clicked on page 6
131589,Fall 24 DDM MS Form B,04/29/2025,10:39:41.473,Page 7 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:19.623,Page next clicked on page 7
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:21.052,Page 8 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:38.800,Page next clicked on page 8
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:40.044,Page 9 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:57.474,Page next clicked on page 9
131589,Fall 24 DDM MS Form B,04/29/2025,10:40:58.782,Page 10 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:41:16.137,Page next clicked on page 10
131589,Fall 24 DDM MS Form B,04/29/2025,10:41:17.322,Page 11 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:42:20.042,Page next clicked on page 11
131589,Fall 24 DDM MS Form B,04/29/2025,10:42:21.519,Page 12 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,10:44:55.068,Page next clicked on page 12
131589,Fall 24 DDM MS Form B,04/29/2025,10:44:56.572,Page 13 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,11:00:16.584,Page next clicked on page 13
131589,Fall 24 DDM MS Form B,04/29/2025,11:00:17.918,Page 14 Loaded
131589,Fall 24 DDM MS Form B,04/29/2025,11:00:21.689,Pause activity Spring 2025 MS DDM Administration
131586,Fall24 DDM MS Form A,04/28/2025,10:55:59.458,Begin activity Spring 2025 MS DDM Administration
131586,Fall24 DDM MS Form A,04/28/2025,10:56:00.918,Page 1 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:56:24.661,Page next clicked on page 1
131586,Fall24 DDM MS Form A,04/28/2025,10:56:25.515,Page 2 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:56:31.391,Page next clicked on page 2
131586,Fall24 DDM MS Form A,04/28/2025,10:56:32.467,Page 3 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:56:55.413,Page next clicked on page 3
131586,Fall24 DDM MS Form A,04/28/2025,10:56:57.142,Page 5 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:57:06.109,Page next clicked on page 5
131586,Fall24 DDM MS Form A,04/28/2025,10:57:07.477,Page 6 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:57:09.889,Page next clicked on page 6
131586,Fall24 DDM MS Form A,04/28/2025,10:57:10.580,Page 7 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:58:29.470,Page next clicked on page 7
131586,Fall24 DDM MS Form A,04/28/2025,10:58:31.865,Page 8 Loaded
131586,Fall24 DDM MS Form A,04/28/2025,10:59:03.828,Pause activity Spring 2025 MS DDM Administration
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:20.808,Begin activity Spring 2025 MS DDM Administration
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:21.432,Page 1 Loaded
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:26.313,Page next clicked on page 1
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:27.036,Page 2 Loaded
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:35.038,Page next clicked on page 2
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:35.261,Missing answers
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:43.511,Page next clicked on page 2
131351,Fall24 DDM MS Form Ar,05/13/2025,07:55:44.610,Page 3 Loaded
131351,Fall24 DDM MS Form Ar,05/13/2025,07:57:12.954,Page next clicked on page 3
